date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2018-02-05 00:00:00+00:00,263.93,275.85,263.31,273.45,294681816,251.5039435708,262.8627394916,250.9131337159,260.5757336015,294681816,0.0,1.0
2018-02-06 00:00:00+00:00,269.13,269.7,258.7,259.94,355026782,256.4591229993,257.0022868982,246.5201765687,247.7017962785,355026782,0.0,1.0
2018-02-07 00:00:00+00:00,267.67,272.36,267.58,268.5,167376100,255.0678610829,259.5370517597,254.982098362,255.8587839532,167376100,0.0,1.0
2018-02-08 00:00:00+00:00,257.63,268.17,257.59,268.01,246449505,245.5005531093,255.5443206433,245.4624363445,255.391853584,246449505,0.0,1.0
2018-02-09 00:00:00+00:00,261.5,263.61,252.92,260.8,283565315,249.1883501071,251.1990094521,241.0123040501,248.5213067225,283565315,0.0,1.0
2018-02-12 00:00:00+00:00,265.34,267.01,261.66,263.83,143735976,252.8475595312,254.4389344631,249.3408171664,251.4086516587,143735976,0.0,1.0
2018-02-13 00:00:00+00:00,266.0,266.62,263.31,263.97,81223640,253.476486151,254.067296006,250.9131337159,251.5420603356,81223640,0.0,1.0
2018-02-14 00:00:00+00:00,269.59,270.0,264.3,264.31,120735685,256.8974657949,257.2881626345,251.8565236455,251.8660528367,120735685,0.0,1.0
2018-02-15 00:00:00+00:00,273.03,273.04,268.77,271.57,111200286,260.1755075707,260.1850367619,256.1160721158,258.7842456542,111200286,0.0,1.0
2018-02-16 00:00:00+00:00,273.11,275.32,272.27,272.32,160420135,260.2517411004,262.3576923575,259.4512890389,259.4989349949,160420135,0.0,1.0
2018-02-20 00:00:00+00:00,271.4,273.67,270.5,272.03,86369662,258.6222494037,260.7853758081,257.7646221949,259.2225884498,86369662,0.0,1.0
2018-02-21 00:00:00+00:00,270.05,274.72,269.94,271.9,98883740,257.3358085905,261.785940885,257.2309874872,259.0987089641,98883740,0.0,1.0
2018-02-22 00:00:00+00:00,270.4,273.05,269.64,271.1,110511290,257.6693302828,260.1945659531,256.945111751,258.3363736674,110511290,0.0,1.0
2018-02-23 00:00:00+00:00,274.71,274.71,271.25,271.79,92766428,261.7764116938,261.7764116938,258.4793115356,258.9938878608,92766428,0.0,1.0
2018-02-26 00:00:00+00:00,277.9,278.01,275.26,275.93,86491406,264.8162236893,264.9210447926,262.3005172103,262.9389730212,86491406,0.0,1.0
2018-02-27 00:00:00+00:00,274.43,278.92,274.36,278.11,99099165,261.5095943399,265.7882011926,261.4428900015,265.0163367047,99099165,0.0,1.0
2018-02-28 00:00:00+00:00,271.65,276.19,271.29,275.68,121907767,258.8604791839,263.1867319927,258.5174283004,262.700743241,121907767,0.0,1.0
2018-03-01 00:00:00+00:00,267.7,273.17,266.0,271.41,176855077,255.0964486565,260.3089162476,253.476486151,258.6317785949,176855077,0.0,1.0
2018-03-02 00:00:00+00:00,269.08,269.72,264.82,265.8,139083217,256.4114770433,257.0213452806,252.3520415884,253.2859023268,139083217,0.0,1.0
2018-03-05 00:00:00+00:00,272.19,272.89,267.61,267.73,97307387,259.3750555092,260.0420988938,255.0106859356,255.1250362301,97307387,0.0,1.0
2018-03-06 00:00:00+00:00,272.88,273.39,271.18,273.3,79213163,260.0325697026,260.5185584542,258.4126071971,260.4327957334,79213163,0.0,1.0
2018-03-07 00:00:00+00:00,272.78,273.18,270.2,270.42,87063502,259.9372777905,260.3184454388,257.4787464587,257.6883886653,87063502,0.0,1.0
2018-03-08 00:00:00+00:00,274.1,274.24,272.42,273.55,66901150,261.19513103,261.328539707,259.594226907,260.6710255136,66901150,0.0,1.0
2018-03-09 00:00:00+00:00,278.87,278.87,275.34,275.7,113625335,265.7405552366,265.7405552366,262.3767507399,262.7198016234,113625335,0.0,1.0
2018-03-12 00:00:00+00:00,278.52,279.91,278.08,279.2,71924793,265.4070335443,266.7315911223,264.9877491311,266.0550185465,71924793,0.0,1.0
2018-03-13 00:00:00+00:00,276.72,280.41,276.03,279.84,91968937,263.6917791267,267.2080506827,263.0342649333,266.6648867838,91968937,0.0,1.0
2018-03-14 00:00:00+00:00,275.3,278.02,274.67,277.81,105895079,262.3386339751,264.9305739839,261.7382949289,264.7304609685,105895079,0.0,1.0
2018-03-15 00:00:00+00:00,275.0,276.61,274.43,275.88,83433038,262.0527582388,263.5869580234,261.5095943399,262.8913270652,83433038,0.0,1.0
2018-03-16 00:00:00+00:00,274.2,275.39,274.14,274.5,100343673,262.3355655755,263.4740751417,262.2781617318,262.6225847939,100343673,1.09678,1.0
2018-03-19 00:00:00+00:00,270.49,274.4,268.62,273.35,109208442,258.7860945752,262.5269117211,256.9970081141,261.5223444569,109208442,0.0,1.0
2018-03-20 00:00:00+00:00,270.95,271.67,270.18,270.94,59757271,259.22619071,259.9150368341,258.4895080496,259.2166234027,59757271,0.0,1.0
